chro	tsne_p50_1	tsne_p50_2	tsne_p100_1	tsne_p100_2	tsne_p250_1	tsne_p250_2	tsne_p1000_1	tsne_p1000_2
AGAP005648	2L	-57.45125381	105.2009598	72.17011661	-12.5117994	12.35539254	-18.4207547	2.391241531	-2.746391722
AGAP005649	2L	119.125427	-61.21155197	-86.54075641	-21.36245175	1.215824494	24.26063067	-3.732003011	-0.121370656
AGAP005650	2L	64.26026582	-1.083372171	-46.61588816	-30.11442759	3.754082651	9.912903342	-2.232912516	-0.347300716
AGAP005651	2L	36.13087554	63.47016607	3.0981278	-50.79844065	-13.09847814	0.285756361	-2.857884943	1.546000811
AGAP005652	2L	100.5848744	-47.2728786	-18.34643228	-73.49469702	12.26682431	-4.240446182	3.273277436	-0.430662219
AGAP005653	2L	67.29672951	-11.0142946	-26.62813391	-56.60251325	0.047930444	-16.58085003	-2.752867059	0.963279905
AGAP005654	2L	60.13799632	-51.24030632	-51.67610128	-16.9755631	-17.22458781	6.456928259	-3.482404273	1.623387656
AGAP005655	2L	96.21535607	-45.61783075	-33.07229485	-70.24792331	-2.066018628	-17.53379989	-3.393110162	2.875555607
AGAP005656	2L	56.89238599	21.37010399	-28.87698576	-28.92971083	10.15532651	-8.127083682	-1.501832604	2.674166784
AGAP005658	2L	-14.80114368	27.52527226	-64.60066299	-7.412026253	-16.15589993	8.46329382	-2.653794079	-0.762933599
AGAP005659	2L	-74.10396001	-95.12129587	-28.6545507	74.50562483	-0.222349883	21.35635987	-2.740625366	-1.822218693
AGAP005660	2L	29.63628271	10.37817231	-18.88805758	-16.67797522	2.890913702	3.933302167	-0.402354172	0.299692387
AGAP005661	2L	29.18219573	-90.76543267	-73.02533807	14.01951259	-11.87617288	12.20588611	0.003415834	3.58331259
AGAP005662	2L	69.79858399	34.39769372	-37.37749968	-37.59910012	12.32511118	-11.29622159	-1.279316322	3.090553379
AGAP005663	2L	92.86024503	-41.17019376	-32.22587158	-62.29530222	-3.260914052	-15.37172068	-2.478453905	1.3295238
AGAP005664	2L	-9.632756597	1.174798915	-8.530322282	-34.23899275	5.598220118	-11.62911496	-1.073889013	-0.078774001
AGAP005668	2L	61.03499908	43.76921372	-28.85683424	-40.51461997	11.85574849	-12.69882915	-1.741774842	2.687344511
AGAP005669	2L	38.48845811	-17.68914446	-3.666851105	-21.17750977	-1.881027902	-5.045784727	-1.456295648	-0.007207856
AGAP005670	2L	-144.2949976	-3.793586973	76.57072227	65.33811932	24.91556776	7.513937855	1.289598073	-4.903106162
AGAP005671	2L	-2.21343344	-50.91980408	-28.57496302	18.95104685	-8.150706454	4.291880488	0.421062678	0.535264261
AGAP005672	2L	18.49275555	-89.94439724	-54.71303738	14.4741299	-12.13123048	10.54130903	1.269244238	-1.264856283
AGAP005673	2L	-10.6671831	72.85242454	42.88839413	-26.21515859	-4.413922645	-8.60355451	0.907947016	-2.705602104
AGAP005674	2L	79.50821014	10.04309643	10.44539975	-29.88798954	-6.27888248	-6.526501129	0.72496014	-1.543846989
AGAP005675	2L	25.74969522	-0.266604218	-16.08665616	-8.835821216	1.902029951	2.699283979	-0.359817718	1.068725097
AGAP005680	2L	55.07299476	-58.67582394	-56.4562716	-13.91167021	-14.96685695	8.232527702	-3.113238936	1.341210207
AGAP005681	2L	11.62096596	-45.36200541	-32.83215087	4.276678896	-5.233448094	4.66959257	0.047557517	1.128088341
AGAP005682	2L	84.04631796	-62.95704455	-23.16204439	-77.51971497	-17.96107669	7.262825948	-3.189221039	0.774195458
AGAP005683	2L	115.5681717	-38.9723486	-43.51790532	-75.30534219	-5.605576852	-18.0782793	-3.24056517	3.180448378
AGAP005684	2L	-15.47392233	41.5448143	-71.87146403	-8.014745752	-10.16375253	2.100006043	-1.673013734	-0.887872856
AGAP005685	2L	-10.56559901	-11.54768998	-6.478340359	18.68683899	-7.591301897	3.131185107	-0.102830407	-1.376384283
AGAP005686	2L	-153.6060334	4.58096607	40.44157047	-24.9339802	19.96986701	-12.12576423	-3.780398742	2.141203786
AGAP005688	2L	-138.5956208	-12.19834939	73.72783767	65.31757597	24.98019732	7.622071192	1.41058778	-5.050270518
AGAP005691	2L	-149.8437197	-3.70890111	82.15939463	64.17282639	25.75085206	5.076666443	1.299791714	-4.668415213
AGAP005693	2L	91.26442471	-78.97748353	-86.83557966	26.69162356	-16.86504926	20.07952982	-3.481548302	-0.917464473
AGAP005694	2L	88.1810452	-43.27642107	-34.14093259	-59.6542886	-4.113268458	-15.52094331	0.594794596	0.142587573
AGAP005695	2L	25.3513164	-20.7379162	-16.82185218	-3.613353224	-4.505212045	2.782025717	0.670076428	1.050428918
AGAP005696	2L	83.81786139	-59.48381769	-25.76816014	-75.71675807	6.987909751	10.40102817	-1.916298729	-0.599578201
AGAP005698	2L	56.52061739	-23.45391174	-0.720473587	-27.78073721	0.744375964	-8.747489892	-0.997845589	0.925212107
AGAP005699	2L	73.60687124	-73.08381458	-75.47135197	5.665648058	-12.76679068	10.87679695	0.061078244	-2.648218179
AGAP005700	2L	91.17387959	34.48909327	-39.67973312	-96.10152228	20.63993713	-15.48580438	-4.497573734	-1.123849603
AGAP005701	2L	50.14406243	-53.35011184	-48.42163398	-16.01386017	4.2314681	5.814668313	-1.251049802	1.630088818
AGAP005702	2L	-69.77780227	-20.5116069	47.42473316	19.10379188	12.9070908	-5.618338107	3.195019368	0.283598865
AGAP005703	2L	68.21991205	31.18628008	-39.54826036	-40.78679672	12.61477889	-9.531519216	-1.256087529	2.928999652
AGAP005704	2L	73.86325367	-73.53939325	-75.55378469	5.83896432	-12.72635175	10.88415488	0.170391559	-3.120724129
AGAP005705	2L	74.72682531	-74.70026052	48.9255931	-49.72860572	-10.6468656	-12.65192955	0.776472043	-3.494448362
AGAP005706	2L	77.88903806	-76.2180631	-11.72554868	-66.37909013	-8.166465543	-13.58958506	1.135487736	-2.462218129
AGAP005707	2L	0.33719756	104.1485959	52.17991097	-46.21076756	-11.77483283	-10.86045236	0.773500928	-3.443151368
AGAP005708	2L	-22.65729561	75.86786351	39.90822483	-27.86781618	-5.356458848	-7.166940247	0.794258952	-2.493125472
AGAP005709	2L	50.7353662	-36.20537755	26.40757652	-18.89337206	-2.636535446	-7.65411811	0.464284615	-1.462137428
AGAP005710	2L	83.47216795	-68.78497106	-95.15370883	32.96450774	-0.389479168	25.83928065	-3.850300857	-0.68110505
AGAP005711	2L	24.36745363	-89.14447166	-71.02179376	11.92300075	-12.50093133	11.5057663	-3.281828367	2.008191116
AGAP005712	2L	35.35988538	-49.21874001	-44.27870562	-7.35289146	-5.31307807	6.873612213	-0.063466789	1.344662189
AGAP005713	2L	-52.21866608	61.64643574	16.22725818	60.9005919	10.29503568	9.762437695	-2.416194473	-0.7216637
AGAP005714	2L	-142.842259	-39.25732402	-71.87597091	85.72334328	-14.74703938	22.36393486	0.171802806	-5.893786229
AGAP005715	2L	85.1937127	-47.8824419	-37.71230618	-56.91405381	13.58881066	-9.786490311	-1.331669975	2.87194381
AGAP005716	2L	50.03802579	-73.3796047	-65.49920027	-4.084042916	-13.06584241	7.074895942	-2.355249293	1.690958917
AGAP005718	2L	35.91219247	9.144611183	-16.33413418	-44.11422305	4.414118638	0.730054725	-1.076179544	1.470896923
AGAP005719	2L	-35.6001153	-54.66762315	-27.61432679	39.98816046	0.913868079	16.28637155	-0.700427397	-2.170815663
AGAP005720	2L	67.27455649	-51.57858185	-53.99877005	-23.1332994	-6.345368756	1.908962186	0.639323538	1.262866343
AGAP005721	2L	52.85569347	-28.25772011	-7.712736713	-42.45153617	0.365427122	-6.901898283	-1.589025247	1.066877083
AGAP005722	2L	-19.83552716	6.928114423	25.98577743	-16.11549559	-14.97434745	-0.005693533	-2.030614766	-0.644202022
AGAP005723	2L	-52.43471868	27.67066143	-1.238858188	51.16867272	5.437891162	11.69038078	-1.597898818	-1.428190651
AGAP005724	2L	84.25890696	-60.31871292	-25.02487402	-75.86149143	7.076430734	10.44771806	-2.772078332	-0.039845351
AGAP005725	2L	42.96247407	-63.27190425	-56.03472673	-2.984142929	9.742699379	3.415672217	2.032309921	2.070489554
AGAP005726	2L	-2.692255476	1.368716145	4.310304698	-4.948688941	-2.278190503	0.195513688	0.225930937	0.093382764
AGAP005727	2L	88.06613522	-87.34043511	-73.37309837	-27.97250319	-15.71473927	15.44211411	-1.660312038	-1.632474572
AGAP005728	2L	-87.89147158	-26.1862448	61.28682882	33.52129455	16.8240887	-1.055803337	4.280128656	-0.555807691
AGAP005729	2L	-15.47920125	41.34440158	-71.70181715	-7.887551048	-10.11336836	2.135311143	-1.277201019	-0.96276702
AGAP005731	2L	20.90810719	-99.25077194	-35.38839907	100.9244631	16.62242975	21.51171245	1.069069622	3.529133472
AGAP005732	2L	-113.341477	-47.54533312	35.39005989	92.79028321	-11.6381834	9.492305869	2.981321111	-2.334600352
AGAP005733	2L	28.99127613	-70.86158764	-39.12905934	-6.334754042	-14.76635585	10.78126376	0.358752951	1.849457987
AGAP005734	2L	11.25637091	-50.86450097	-29.23612733	13.88487555	-6.062593604	6.750363143	0.050038769	0.75562877
AGAP005735	2L	92.79496187	35.52342511	-40.32079099	-97.57727357	20.90130136	-15.38598974	-4.140742543	-0.894917064
AGAP005736	2L	24.54787209	58.50441752	6.396080266	-47.21552949	-9.561097937	-1.722676931	-1.449752528	-0.242899301
AGAP005737	2L	-50.77373574	27.36351025	1.681545218	51.89997196	5.713042263	11.8329372	-1.47762297	-1.735030393
AGAP005738	2L	-27.77822289	32.86676514	3.786085479	38.2027363	-13.25922632	23.48740605	-1.348532147	-1.316159876
AGAP005739	2L	-2.340086546	-116.7477525	-72.81438934	86.3282062	-14.81241392	22.32678667	3.611651193	2.976796309
AGAP005741	2L	-114.119972	-48.30448786	34.82162723	93.77697907	14.1076872	-18.41619479	2.86502302	-2.626594601
AGAP005742	2L	55.76312111	-61.40377874	-58.65541311	-13.74053213	-14.77444375	8.878469298	-3.121974586	0.185210389
AGAP005743	2L	73.11385011	-70.18661123	-75.0604188	4.013271616	-18.02209687	9.630927654	-4.168807017	1.997288575
AGAP005744	2L	115.7420986	-40.16191507	-42.86561459	-75.12048736	1.237644003	23.96907742	-3.127904972	2.90884136
AGAP005745	2L	111.7001645	-64.77089015	-82.42372194	-23.86997785	-7.672414978	-14.25674722	-3.376128147	-0.196173441
AGAP005746	2L	67.0142355	3.969898332	-49.7653821	-26.31810352	1.71903416	7.145151673	-1.784352782	0.124167013
AGAP005747	2L	92.53656507	35.47575147	-40.1424061	-97.42045904	20.88371246	-15.37313555	-4.218576418	-0.860756376
AGAP005748	2L	91.65800253	35.17641683	-39.71903652	-96.81411007	20.83157011	-15.37658515	-4.363766603	-0.855940641
AGAP005749	2L	76.95499172	-50.84819949	-41.04891082	-55.56921647	-11.04406024	7.373533611	-0.339374239	2.059574729
AGAP005750	2L	-12.74374667	50.70501803	18.71179049	-48.94756593	25.57971564	2.561256354	1.367085178	3.434200169
AGAP005751	2L	30.18113915	69.20548115	5.486593195	-56.33338028	-11.78741052	-2.241508047	-2.83201808	1.21251802
AGAP005752	2L	-70.18819172	24.03111876	-14.04726858	61.61441725	3.481704029	16.83132492	-2.579848563	-1.332187189
AGAP005753	2L	-12.96743459	50.29848142	18.38891477	-48.94739038	25.50527816	2.488204927	1.214726361	3.223981316
AGAP005754	2L	15.29173848	57.3735046	6.87942236	-33.71297743	-8.429220769	-3.862264546	-2.600296421	0.588533426
AGAP005755	2L	65.3107598	62.84653918	15.89253757	-46.25878138	-6.368887975	-5.709132718	-2.561650685	0.963309809
AGAP005756	2L	-78.43088228	29.22951685	-16.35839963	57.55282433	5.06519157	17.4235055	-2.93839507	-1.231126688
AGAP005757	2L	39.22226776	35.30213336	55.05414945	-22.44776739	6.994323473	-13.98687718	-0.258847839	3.09528823
AGAP005758	2L	37.74855556	-68.9593956	-42.77906245	-8.891698929	-15.33239122	14.72226261	0.259507562	2.577295672
AGAP005759	2L	2.83633777	60.65724508	23.59533193	-3.360088768	0.585004159	-3.569853356	1.059375008	-0.562883033
AGAP005760	2L	-3.303374799	112.4176304	88.84223839	65.94803621	14.31440029	-12.33170521	-1.781534225	3.181743122
AGAP005761	2L	107.1281213	44.84144141	-41.55415468	-83.88188226	-8.332056606	-15.10934978	-3.012901162	3.156013113
AGAP005762	2L	5.020607722	-80.4817324	-51.59650762	20.96617066	-11.05233867	9.550038217	2.00567131	-1.62712842
AGAP005763	2L	90.88361124	37.19599111	-38.10321425	-97.35836189	20.89970995	-15.15866236	-4.358898305	-0.659492485
AGAP005764	2L	18.16978403	7.837248855	-0.987378264	-10.07925198	-2.808222535	-1.773956141	0.098764971	0.030243946
AGAP005765	2L	88.66239714	-11.70725463	-11.09375739	-61.23260743	19.3232314	-15.99399632	-5.124238993	-1.626750864
AGAP005766	2L	22.36024691	-20.56784351	-16.88389831	-5.157566023	-2.041253923	0.599131948	0.133557342	0.149515124
AGAP005767	2L	14.80477715	-6.358473926	0.143365557	-0.219268242	0.046321361	0.974715164	0.115856626	0.039714747
AGAP005768	2La	20.3830409	61.72809181	-90.47089494	46.63155442	-10.66893691	-1.852039802	-3.295090204	0.633479263
AGAP005769	2La	112.3298213	-63.914746	-82.17247066	-24.60599952	-7.68920747	-14.34597742	-3.344726023	-0.052072936
AGAP005770	2La	64.9837658	5.510274468	-16.12133569	-41.64173052	-0.468663453	-4.514813883	-0.541229738	-1.178158311
AGAP005771	2La	109.8677976	-47.10557941	-39.37807719	-73.79180563	-3.069032013	-19.10855687	-3.874129225	3.619218505
AGAP005772	2La	100.5394993	-41.10280423	-40.58296142	-61.26213708	-4.438876291	-18.05491678	-3.004159842	3.237529215
AGAP005773	2La	64.29615549	-59.24524578	-44.29149504	-14.27629947	6.989099557	5.918360303	-1.319695202	1.651656369
AGAP005775	2La	-6.185626262	45.71063894	7.739718895	-29.87914896	-6.359794219	-4.664376133	-1.488134871	-0.236882574
AGAP005776	2La	43.31604567	40.56740004	-13.9551878	-27.89208425	0.295187469	5.793210954	-0.725975416	0.594371285
AGAP005777	2La	46.69804924	81.58086932	2.346458621	-65.3979915	-12.26632886	-0.763471742	-2.621465707	1.329400654
AGAP005778	2La	135.6908225	-30.47081624	-59.59697535	-85.31899733	-11.41911772	-21.967082	-3.409921361	5.104569284
AGAP005779	2La	99.81783878	-20.75731995	-46.65126878	-53.82010592	-4.966107366	-13.59675985	0.259331386	-1.040202531
AGAP005780	2La	123.7458445	-42.21037709	-50.1581276	-70.91614307	-7.030602296	-21.06193828	-3.196767976	4.514971516
AGAP005781	2La	136.5077609	-1.331621219	-75.77675759	-65.73016344	-7.18008303	-24.98855187	-1.660187094	5.467339535
AGAP005782	2La	111.2725965	22.34059044	-74.09847117	-42.71631837	-0.299677021	-25.45193568	-0.292129132	5.151585921
AGAP005783	2La	150.0578109	-33.18452155	-73.78923134	-87.71466565	-11.85932175	-24.36603548	-3.40990167	5.734235395
AGAP005784	2La	135.2611019	9.708844015	-80.42285606	-60.82128453	-4.927641533	-26.49002674	-1.111019427	5.639966695
AGAP005785	2La	122.8890553	-17.95155114	-7.712927678	-14.42900386	-3.229961059	-1.459464444	0.158189941	0.082171508
AGAP005786	2La	128.0047176	1.790071761	-73.01796227	-61.01754927	-5.044710652	-25.15762389	-1.250321451	5.308746128
AGAP005787	2La	115.7925263	13.47884941	-72.97052939	-47.12359385	-1.976752297	-24.23453355	-0.816657567	-0.231678925
AGAP005789	2La	146.8159281	-11.51633946	-77.86033783	-75.72493714	-9.162827917	-25.65054336	-2.536799373	5.814076314
AGAP005790	2La	119.5987905	14.6264935	-87.43115747	-39.20395924	1.514487298	15.66503915	0.045927434	5.364537969
AGAP005791	2La	122.4058947	-0.112971638	-69.72038734	-60.25894576	-6.113934386	-26.60536114	-1.079911175	4.86574858
AGAP005792	2La	121.7985421	-13.57092855	-62.82847891	-67.00872763	-10.33978334	-18.16351744	-2.383388779	4.65500108
AGAP005793	2La	121.0081951	-42.8390246	-49.1804567	-69.68916511	-6.591670706	-20.90910831	-3.111883338	4.493904616
AGAP005794	2La	116.2005537	12.7094663	-72.3893311	-46.91527896	-2.085482736	-24.32977532	-0.435148281	4.911709902
AGAP005795	2La	120.302023	3.550486665	-72.52637287	-55.5373803	-3.844287652	-26.65357756	-0.76880641	5.445961369
AGAP005796	2La	135.0649084	22.08808994	-82.98790346	-56.27372896	-1.53036325	-28.58168053	-0.960562825	5.871612939
AGAP005797	2La	115.6803301	-8.419219046	-63.49829193	-61.88751526	-6.853928051	-23.43269132	-1.970084949	4.438137642
AGAP005799	2La	137.5205939	-10.44714895	-52.53892603	-66.5664775	-6.64201047	-22.47163623	-2.229295054	4.959045544
AGAP005800	2La	131.8211382	-32.76634776	-58.15407863	-82.71891747	-10.39073854	-21.00840786	-3.370999393	4.895734904
AGAP005801	2La	128.727038	-9.274310152	-70.38756898	-65.94984511	-8.16591232	-24.37617489	-2.08354393	5.031066728
AGAP005802	2La	13.1073162	-31.2926978	-37.09370956	-15.08811008	-3.405218637	3.211862073	0.736883618	0.743034343
AGAP005803	2La	146.0567607	-13.43238888	-76.03170584	-76.30846255	-8.811449768	-25.22166961	-2.363252319	5.602239398
AGAP005805	2La	144.0166795	-14.50435565	-75.11338505	-73.93342401	-8.422736477	-24.69425552	-2.148465754	5.598633063
AGAP005806	2La	131.9549822	-22.71038669	-64.84132454	-78.55849763	-11.97052333	-21.82149329	-2.950215627	5.013730251
AGAP005807	2La	114.3168462	-12.18963263	-60.39407829	-64.75742832	-9.591109945	-17.8475182	-2.035096542	4.285511787
AGAP005809	2La	127.6818103	-8.842434912	-70.09492183	-65.34427454	-7.923477483	-24.9166484	-1.848212632	4.81378605
AGAP005810	2La	147.9326803	-32.49268486	-72.27531658	-87.12780646	-11.70819764	-24.00889585	-3.419399609	5.585483858
AGAP005811	2La	132.1464048	19.68587197	-84.77163469	-53.28086817	-1.415344128	-28.69228073	-0.590753966	6.085920832
AGAP005812	2La	115.0104276	1.676649104	-69.94934042	-55.24139038	-4.714379942	-25.68145051	-0.545078094	4.808448338
AGAP005813	2La	124.1166242	-13.01692061	-51.61968374	-69.05393784	-6.469391833	-19.71094781	-2.505473935	3.890173036
AGAP005814	2La	147.5678258	-20.35660848	-71.97037765	-76.42720519	-10.13153588	-24.89580288	-2.496265479	5.42482616
AGAP005815	2La	131.5294332	-16.34724582	-67.22726942	-70.8139889	-13.4219448	-22.33801307	-2.309062075	4.859028831
AGAP005816	2La	140.4677301	-19.35393891	-67.71304299	-77.82748103	-10.16366219	-23.4711711	-3.025658041	5.366995245
AGAP005817	2La	119.5892025	2.739461609	-71.44166796	-55.73726224	-4.542190669	-26.03267687	-0.942697269	5.252810786
AGAP005818	2La	130.7995178	-37.67497711	-54.26644662	-82.59443258	-9.285413103	-20.72647355	-3.410559353	4.731719139
AGAP005819	2La	150.2181978	-31.0301115	-73.97240518	-85.88712637	-11.52858002	-24.16761929	-3.428425568	5.413609383
AGAP005820	2La	54.21598236	-21.61224003	-2.179659086	-25.9725393	0.062751995	-3.182960318	-0.983082446	3.464161256
AGAP005821	2La	27.58485007	-14.36064055	-7.600278298	-11.86821078	-1.190576537	0.183357737	0.07969411	0.071366209
AGAP005822	2La	144.0967755	-13.51648681	-75.20254168	-74.7567715	-8.867088183	-24.42917204	-2.634152044	5.509276146
AGAP005823	2La	123.7986739	-13.60257842	-62.11287614	-67.96502857	-9.823048776	-18.50791842	-1.796139443	4.038978969
AGAP005824	2La	127.4284484	-19.10508499	-65.66866576	-67.99471487	-13.53198143	-20.70821032	-2.03074797	4.042572853
AGAP005825	2La	127.589159	-2.059794654	-59.48704758	-59.26561126	-4.896022459	-23.66209054	-1.389275726	4.821587248
AGAP005826	2La	125.9753599	6.952939164	-73.91191037	-55.79367516	-3.803889623	-26.57129218	-1.009504018	5.540157833
AGAP005828	2La	123.4790328	-7.691487093	-77.15068514	-68.86703611	-8.557329132	11.94530876	-0.96865633	4.161683943
AGAP005829	2La	116.559204	-0.058351652	-67.00372313	-56.43102936	-5.991113685	-26.22315358	-0.511284222	4.474467921
AGAP005830	2La	140.4432291	-14.23685503	-71.98340712	-73.2751717	-9.011539644	-23.81602217	-2.608789653	5.207328663
AGAP005831	2La	142.0684672	15.40810547	-87.69477089	-62.74113864	-3.118356109	-29.96042677	-0.709435186	6.432247273
AGAP005832	2La	144.6038617	-27.60007178	-69.11984148	-83.35107201	-10.57746976	-23.14579156	-3.186144299	5.315923794
AGAP005833	2La	132.6529973	23.97814381	-88.3617913	-51.81377719	-0.528727195	-28.15424294	-0.564082154	5.898124901
AGAP005834	2La	144.2873574	-12.39391562	-76.02317555	-74.90618533	-8.577501253	-24.72440355	-2.338816922	5.479562147
AGAP005835	2La	105.0848013	-10.72909805	-50.31749721	-50.28817286	0.528676754	-21.00357146	-1.91615918	3.163266462
AGAP005836	2La	129.1456642	29.77857193	-88.95608558	-47.52983911	0.357613927	-28.15842771	-0.59950225	5.995795455
AGAP005837	2La	131.5938925	15.13971884	-81.45294697	-54.91839358	-2.555807322	-28.66461419	-0.576794159	5.985700034
AGAP005838	2La	0.08790684	46.67296867	7.718930359	-39.41907308	-8.888429884	0.196026304	-0.590864855	-0.202844862
AGAP005839	2La	108.017833	-37.48198007	-43.53861745	-66.02457869	-4.732233539	-19.64034396	-1.710490985	4.253272544
AGAP005840	2La	102.2528192	-37.84014349	-41.26697966	-63.44377054	-4.18180045	-18.80386978	-1.62604688	3.646865663
AGAP005842	2La	48.46875439	-44.69206783	-61.75779866	-24.53172115	-9.573831009	2.811148796	0.494089491	0.970675705
AGAP005843	2La	33.80521029	-71.06035404	-68.05285521	-31.02825498	-11.63618818	6.990337275	0.462497284	4.270420094
